ID,Start time,Completion time,Email,Name,Last modified time,Select your year group:,Which AI platforms or tools have you used for schoolwork or homework? (Select all that apply),How often do you use AI tools for academic work?,For which subjects do you most commonly use AI tools? (Select all that apply),How do you typically use AI tools for your schoolwork? (Select all that apply),"When you use AI for homework, do you typically:",How do you feel about using AI tools for schoolwork?,How confident are you in your ability to use AI tools effectively and ethically?,Do you currently declare when you've used AI tools in your homework or assignments?,How aware do you think your teachers are of your AI usage?,"How do you feel about teachers using AI in their teaching, e.g. when preparing resources for lessons?",What support would be most helpful from school regarding AI use? (Select up to 3),Have you ever been unsure whether your use of AI was appropriate for a particular assignment or task?,How did you first learn about using AI tools for schoolwork?,Do you primarily use AI tools on:,Are your parents/guardians aware that you use AI tools for schoolwork?,"What has prevented you from using AI tools more, or what concerns do you have? (Select all that apply)","Is there anything else you'd like us to know about your experience with AI tools, or suggestions for how the school could better support students in this area?"
355,6/24/25 8:42:32,6/24/25 8:53:00,anonymous,,,Year 10,ChatGPT;Microsoft Copilot;Grammarly (AI writing assistant);Language translation tools (e.g. Google Translate);,Several times a week,Modern Foreign Languages;Mathematics;, Getting help understanding difficult concepts;Checking my work for errors;Helping with research and finding information;Solving math problems step-by-step;Translating text between languages;,Use AI to check or improve work I've already created,Somewhat negative - concerned about over-reliance,Somewhat confident,I'm not sure if I'm supposed to,It varies significantly between teachers,Neutral - neither positive nor negative,Clear guidelines on when AI use is acceptable;Understanding how to cite/acknowledge AI use properly;,"Yes, occasionally",i'm not very sure it kind of just happened,Personal devices at school,"Yes, they know but don't have strong opinions",Worried it might be considered cheating;School policies are unclear;Concerned about accuracy of AI responses;,i don't think anything should be banned however clearer rules for assignments6
356,6/24/25 8:49:22,6/24/25 8:53:06,anonymous,,,Year 10,ChatGPT;,Monthly,"Creative subjects (Art, Music, Drama);",Generating ideas for essays or projects;,Use AI to check or improve work I've already created,Neutral - neither positive nor negative,Somewhat confident,Never,Somewhat aware - they have a general idea,Neutral - neither positive nor negative,Clear guidelines on when AI use is acceptable;,I haven't really thought about this,"Social media (TikTok, YouTube, etc.)",Personal devices at home,"Yes, they know and are supportive",Worried it might be considered cheating;School policies are unclear;,no
357,6/24/25 8:45:05,6/24/25 8:53:22,anonymous,,,Year 9,Language translation tools (e.g. Google Translate);,Rarely,Modern Foreign Languages;, Getting help understanding difficult concepts;,"Use AI only to understand concepts, not create content",Somewhat negative - concerned about over-reliance,Not very confident,I'm not sure if I'm supposed to,Somewhat aware - they have a general idea,Neutral - neither positive nor negative,Subject-specific guidance on appropriate AI use;Learning about AI limitations and potential biases;,"Yes, occasionally",Friends or classmates,I don't currently use AI tools,Not applicable - I don't use AI tools,Worried it might be considered cheating;Don't have reliable access to AI tools;Concerned about accuracy of AI responses;Prefer to do work without AI assistance;, 
358,6/24/25 8:47:44,6/24/25 8:53:26,anonymous,,,Year 9,Google Bard/Gemini;Language translation tools (e.g. Google Translate);,Rarely,Modern Foreign Languages; English/Literature;, Getting help understanding difficult concepts;Checking my work for errors;,Use AI as a starting point and significantly modify the output,Very positive - they're extremely helpful,Somewhat confident,Always,Somewhat aware - they have a general idea,Somewhat positive ,Clear guidelines on when AI use is acceptable;Nothing - I'm comfortable with my current AI use;,"Yes, frequently","Social media (TikTok, YouTube, etc.)",Both school and personal devices equally,"Yes, they know and are supportive",Worried it might be considered cheating;School policies are unclear;,.
359,6/24/25 8:46:01,6/24/25 8:53:28,anonymous,,,Year 10,I have not used any AI tools for schoolwork;,Never,don't use ai for academic work or homework;,dont use for school work;,dont use ai for homework,Unsure/haven't thought about it much,"Unsure what ""effective and ethical"" means in this context",Always,It varies significantly between teachers,Somewhat negative ,Nothing - I'm comfortable with my current AI use;i dont use ai for school-related activities so i dont need it;,I haven't really thought about this,Teachers or school,Personal devices at home,Not applicable - I don't use AI tools,dont care about it;,no
360,6/24/25 8:44:41,6/24/25 8:53:39,anonymous,,,Year 10,ChatGPT;Language translation tools (e.g. Google Translate);,Several times a week,Modern Foreign Languages;, Getting help understanding difficult concepts;Translating text between languages;,"Use AI only to understand concepts, not create content",Somewhat negative - concerned about over-reliance,Somewhat confident,I'm not sure if I'm supposed to,Very aware - they know exactly how and when I use AI,Neutral - neither positive nor negative,Subject-specific guidance on appropriate AI use;Clear guidelines on when AI use is acceptable;Training on how to use AI tools effectively;,"Yes, but only once or twice",Friends or classmates,Personal devices at home,"Yes, they know and are supportive",Worried it might be considered cheating;Concerned about accuracy of AI responses;School policies are unclear;Don't know how to use them effectively;Prefer to do work without AI assistance;Privacy concerns about my data;,"I don't know how safe Chat GPT is, and it would be nice to know
"
361,6/24/25 8:42:06,6/24/25 8:53:40,anonymous,,,Year 10,ChatGPT;Language translation tools (e.g. Google Translate);,Rarely,Modern Foreign Languages;Mathematics;," Getting help understanding difficult concepts;Solving math problems step-by-step;Translating text between languages;Getting answers for maths practice questions if they aren't provided on One Note, and I'm doing them for test revision;","Use AI only to understand concepts, not create content",Somewhat negative - concerned about over-reliance,Somewhat confident,I'm not sure if I'm supposed to,Not very aware - they might suspect but don't know details,Very negative ,Clear guidelines on when AI use is acceptable;Understanding how to cite/acknowledge AI use properly;Learning about AI limitations and potential biases;Subject-specific guidance on appropriate AI use;Discussion sessions about AI ethics;Training on how to use AI tools effectively;,"No, never",Friends or classmates,Both school and personal devices equally,"Yes, they know and are supportive",Concerned about accuracy of AI responses;Prefer to do work without AI assistance;,"I often have to use ChatGPT to find worked solutions of maths problems when I'm revising for tests, so to prevent me from having to do this - because ChatGPT sometimes gives wrong answers too - it would be really helpful to have all the markschemes on OneNote. 

I think it has also become obvious in certain teams cover work assignments etc. that teachers are using ChatGPT, as shown by the distinctive emojis and formatting that ChatGPT uses. 

Sometimes I think it's a little unfair that some people rely on AI for essay homeworks/projects etc. whilst others don't use it, and then there's the comparison of us against AI generated content. "
362,6/24/25 8:45:50,6/24/25 8:53:48,anonymous,,,Year 9,I have not used any AI tools for schoolwork;,Never,None;,I don't use it;,I don't use it,Unsure/haven't thought about it much,Somewhat confident,Never,Somewhat aware - they have a general idea,Neutral - neither positive nor negative,"I do not use it, I don't think it is a valuable tool for schoolwork which should be completed yourself.;","No, never",I don't use it!,I don't currently use AI tools,Not applicable - I don't use AI tools,Prefer to do work without AI assistance;Worried it might be considered cheating;,"I do not use AI tools apart from when I revise for subjects and ask the tools to test me on questions that they make up. Also if I am ever confused when revising for a subject I ask the tool to explain the topic. E.g. How do you create a tesselation, ask me some questions."
363,6/24/25 8:49:54,6/24/25 8:53:49,anonymous,,,Year 9,ChatGPT;,Rarely,Design Technology;,Helping with research and finding information;,"Use AI only to understand concepts, not create content",Somewhat positive - useful but with limitations,Not very confident,Sometimes,Somewhat aware - they have a general idea,Neutral - neither positive nor negative,Clear guidelines on when AI use is acceptable;Training on how to use AI tools effectively;,"No, never",Teachers or school,I don't currently use AI tools,"Yes, they know but don't have strong opinions",Concerned about accuracy of AI responses;Prefer to do work without AI assistance;,no
364,6/24/25 8:48:04,6/24/25 8:54:00,anonymous,,,Year 9,ChatGPT;Language translation tools (e.g. Google Translate);,Rarely,Modern Foreign Languages;,Translating text between languages;,"Use AI only to understand concepts, not create content",Somewhat positive - useful but with limitations,Not very confident,Usually,Somewhat aware - they have a general idea,Neutral - neither positive nor negative,Clear guidelines on when AI use is acceptable;Training on how to use AI tools effectively;Understanding how to cite/acknowledge AI use properly;,I haven't really thought about this,Friends or classmates,Both school and personal devices equally,Not applicable - I don't use AI tools,Worried it might be considered cheating;Prefer to do work without AI assistance;Concerned about accuracy of AI responses;,no
365,6/24/25 8:50:36,6/24/25 8:54:02,anonymous,,,Year 10,ChatGPT;,Monthly," English/Literature;Sciences (Biology, Chemistry, Physics);",Helping with research and finding information;,Use AI as a starting point and significantly modify the output,Somewhat positive - useful but with limitations,Somewhat confident,I'm not sure if I'm supposed to,Not very aware - they might suspect but don't know details,Neutral - neither positive nor negative,Subject-specific guidance on appropriate AI use;,"Yes, occasionally",Family members,Both school and personal devices equally,"Yes, they know and are supportive",Worried it might be considered cheating;Concerned about accuracy of AI responses;,no
366,6/24/25 8:47:50,6/24/25 8:54:10,anonymous,,,Year 9,ChatGPT;Microsoft Copilot;DeepL;,Weekly,"Sciences (Biology, Chemistry, Physics);Mathematics; English/Literature;Modern Foreign Languages;", Getting help understanding difficult concepts;Helping with research and finding information;Improving my writing style and grammar;Solving math problems step-by-step;,Use AI to check or improve work I've already created,Somewhat positive - useful but with limitations,"Unsure what ""effective and ethical"" means in this context",Sometimes,It varies significantly between teachers,Neutral - neither positive nor negative,Training on how to use AI tools effectively;Understanding how to cite/acknowledge AI use properly;Subject-specific guidance on appropriate AI use;Discussion sessions about AI ethics;,"Yes, but only once or twice",Friends or classmates,Both school and personal devices equally,"Yes, they know but don't have strong opinions",Worried it might be considered cheating;Concerned about accuracy of AI responses;environmental impact;Prefer to do work without AI assistance;,can be good study tool but don't think it should be encouraged due to carbon footprint
367,6/24/25 8:49:09,6/24/25 8:54:19,anonymous,,,Year 9,knowt for studying ;,Rarely,I don't use AI for subjects;,to help create ways to revise for exams ;,Use AI to check or improve work I've already created,Very negative - prefer not to use them,Somewhat confident,Never,It varies significantly between teachers,Unsure/haven't thought about it much,Nothing - I'm comfortable with my current AI use;,I haven't really thought about this,Friends or classmates,I don't currently use AI tools,Not applicable - I don't use AI tools,Prefer to do work without AI assistance;Worried it might be considered cheating;Concerned about accuracy of AI responses;,N/A
368,6/24/25 8:41:37,6/24/25 8:54:21,anonymous,,,Year 10,ChatGPT;Grammarly (AI writing assistant);Language translation tools (e.g. Google Translate);Microsoft Copilot;,Several times a week, English/Literature;Modern Foreign Languages;Computer Science;, Getting help understanding difficult concepts;Checking my work for errors;Generating ideas for essays or projects;Helping with research and finding information;Solving math problems step-by-step;Translating text between languages;,Use AI as a starting point and significantly modify the output,Somewhat negative - concerned about over-reliance,Somewhat confident,I'm not sure if I'm supposed to,It varies significantly between teachers,Somewhat negative ,Understanding how to cite/acknowledge AI use properly;Clear guidelines on when AI use is acceptable;Learning about AI limitations and potential biases;,"Yes, occasionally",knowledge spawned in my head,Personal devices at school,"Yes, they know but don't have strong opinions",Worried it might be considered cheating;School policies are unclear;Concerned about accuracy of AI responses;,"I don't think anything should be banned, just clearer rules for assignments. I use AI to make my flashcards by adding >> between the different languages of words so I can save time writing that out. For organisation and formatting I think it helps my learning more than it hinders it. I also use it to help see how my responses do, by asking it to mark things like the exam board."
369,6/24/25 8:48:54,6/24/25 8:54:38,anonymous,,,Year 9,Language translation tools (e.g. Google Translate);ChatGPT;,Rarely,Modern Foreign Languages;Design Technology;,Translating text between languages;Generating ideas for essays or projects;,Use AI as a starting point and significantly modify the output,Neutral - neither positive nor negative,Somewhat confident,I'm not sure if I'm supposed to,It varies significantly between teachers,Unsure/haven't thought about it much,Subject-specific guidance on appropriate AI use;,"No, never",Family members,Personal devices at home,"Yes, they know and are supportive",Worried it might be considered cheating;Concerned about accuracy of AI responses;School policies are unclear;Prefer to do work without AI assistance;,.
370,6/24/25 8:39:11,6/24/25 8:54:41,anonymous,,,Year 10,ChatGPT;,Rarely,"Sciences (Biology, Chemistry, Physics);", Getting help understanding difficult concepts;Checking my work for errors;,Use AI as a starting point and significantly modify the output,Somewhat negative - concerned about over-reliance,"Unsure what ""effective and ethical"" means in this context",Rarely,It varies significantly between teachers,Neutral - neither positive nor negative,Discussion sessions about AI ethics;Subject-specific guidance on appropriate AI use;Learning about AI limitations and potential biases;,"Yes, but only once or twice",Don't remember. ,Personal devices at home,I'm not sure if they know,Worried it might be considered cheating;Concerned about accuracy of AI responses;Prefer to do work without AI assistance;Privacy concerns about my data;,.
371,6/24/25 8:45:08,6/24/25 8:54:51,anonymous,,,Year 9,Google Bard/Gemini;,Weekly,"Creative subjects (Art, Music, Drama);Sciences (Biology, Chemistry, Physics);", Getting help understanding difficult concepts;Helping with research and finding information;Searching up language I don't understand ;,"Use AI only to understand concepts, not create content",Somewhat positive - useful but with limitations,Somewhat confident,Sometimes,Somewhat aware - they have a general idea,Somewhat negative ,Nothing - I'm comfortable with my current AI use;,"Yes, but only once or twice",Family members,Both school and personal devices equally,"Yes, they know and are supportive",Prefer to do work without AI assistance;I want to actually learn;Nothing prevents me - I use AI as much as I want;,N/A
372,6/24/25 8:49:13,6/24/25 8:55:05,anonymous,,,Year 10,ChatGPT;,Rarely,Mathematics;, Getting help understanding difficult concepts;Helping with research and finding information;,"Use AI only to understand concepts, not create content",Somewhat negative - concerned about over-reliance,Not very confident,I'm not sure if I'm supposed to,It varies significantly between teachers,Neutral - neither positive nor negative,Understanding how to cite/acknowledge AI use properly;Discussion sessions about AI ethics;Clear guidelines on when AI use is acceptable;Training on how to use AI tools effectively;,"Yes, but only once or twice","Social media (TikTok, YouTube, etc.)",Personal devices at home,Not applicable - I don't use AI tools,Worried it might be considered cheating;School policies are unclear;Concerned about accuracy of AI responses;Prefer to do work without AI assistance;,.
373,6/24/25 8:48:07,6/24/25 8:55:14,anonymous,,,Year 9,ChatGPT;Language translation tools (e.g. Google Translate);,Weekly,"Sciences (Biology, Chemistry, Physics);Humanities;Modern Foreign Languages;", Getting help understanding difficult concepts;Generating ideas for essays or projects;Helping with research and finding information;Solving math problems step-by-step;,Use AI as a starting point and significantly modify the output,Very positive - they're extremely helpful, Very confident,Usually,Somewhat aware - they have a general idea,Somewhat positive ,Nothing - I'm comfortable with my current AI use;,"Yes, but only once or twice","Social media (TikTok, YouTube, etc.)",School devices/network,"Yes, they know but don't have strong opinions",Worried it might be considered cheating;School policies are unclear;Privacy concerns about my data;,no thank you
374,6/24/25 8:47:58,6/24/25 8:55:17,anonymous,,,Year 9,Language translation tools (e.g. Google Translate);,Rarely,Modern Foreign Languages;,Helping with research and finding information; Getting help understanding difficult concepts;,"Use AI only to understand concepts, not create content",Unsure/haven't thought about it much,"Unsure what ""effective and ethical"" means in this context",I'm not sure if I'm supposed to,It varies significantly between teachers,Neutral - neither positive nor negative,Clear guidelines on when AI use is acceptable;,I haven't really thought about this,Found them myself through online research,Personal devices at home,"Yes, they know but don't have strong opinions",Privacy concerns about my data;,no
375,6/24/25 8:50:40,6/24/25 8:55:18,anonymous,,,Year 10,ChatGPT;,Rarely, English/Literature;,Helping with research and finding information; Getting help understanding difficult concepts;,"Use AI only to understand concepts, not create content",Somewhat positive - useful but with limitations,Somewhat confident,Rarely,Not very aware - they might suspect but don't know details,Neutral - neither positive nor negative,Nothing - I'm comfortable with my current AI use;,"Yes, but only once or twice","Social media (TikTok, YouTube, etc.)",Personal devices at home,"Yes, they know and are supportive",Concerned about accuracy of AI responses;,"No, thank you. "
376,6/24/25 8:51:05,6/24/25 8:55:19,anonymous,,,Year 10,ChatGPT;,Rarely, English/Literature;, Getting help understanding difficult concepts;Helping with research and finding information;,"Use AI only to understand concepts, not create content",Somewhat positive - useful but with limitations, Very confident,Rarely,Not very aware - they might suspect but don't know details,Neutral - neither positive nor negative,Nothing - I'm comfortable with my current AI use;,"Yes, but only once or twice",Friends or classmates,Personal devices at home,"Yes, they know and are supportive",Concerned about accuracy of AI responses;,"No, thank you "
377,6/24/25 8:46:49,6/24/25 8:55:20,anonymous,,,Year 9,Language translation tools (e.g. Google Translate);ChatGPT;,Rarely,Modern Foreign Languages;,Checking my work for errors;Helping with research and finding information;,"Use AI only to understand concepts, not create content",Somewhat positive - useful but with limitations,Somewhat confident,Usually,Somewhat aware - they have a general idea,Somewhat positive ,Understanding how to cite/acknowledge AI use properly;Training on how to use AI tools effectively;Learning about AI limitations and potential biases;,"No, never",Family members,Personal devices at home,"Yes, they know and are supportive",Worried it might be considered cheating;Concerned about accuracy of AI responses;Prefer to do work without AI assistance;School policies are unclear;,"I don't use AI for school work but I would be good if the school gave us an opportunity to experiment with it so that I could learn how best to use it, as it would help me manage my time better"
378,6/24/25 8:44:50,6/24/25 8:55:32,anonymous,,,Year 9,ChatGPT;Microsoft Copilot;,Rarely,Design Technology;if I am revising and do not understand (the subject varies);, Getting help understanding difficult concepts;I am sometimes asked by a teacher e.g. In textiles one the the tasks was to ask chat gpt what the usp of a chosen brand was;,"Use AI only to understand concepts, not create content",Neutral - neither positive nor negative, Very confident,Rarely,Somewhat aware - they have a general idea,Neutral - neither positive nor negative,Learning about AI limitations and potential biases;Discussion sessions about AI ethics;,"No, never",Family members,Both school and personal devices equally,"Yes, they know but don't have strong opinions",Concerned about accuracy of AI responses;,no
379,6/24/25 8:52:08,6/24/25 8:55:36,anonymous,,,Year 10,ChatGPT;Language translation tools (e.g. Google Translate);,Monthly, English/Literature;Modern Foreign Languages;,Translating text between languages; Getting help understanding difficult concepts;,"Use AI only to understand concepts, not create content",Somewhat positive - useful but with limitations, Very confident,Rarely,It varies significantly between teachers,Somewhat positive ,Nothing - I'm comfortable with my current AI use;,"No, never",Friends or classmates,Personal devices at home,I'm not sure if they know,Worried it might be considered cheating;Prefer to do work without AI assistance;,No
380,6/24/25 8:48:33,6/24/25 8:55:46,anonymous,,,Year 9,ChatGPT;Language translation tools (e.g. Google Translate);,Weekly,Not to do homework or school work but to UNDERSTAND any topic on any subject;, Getting help understanding difficult concepts;Translating text between languages;Solutions to maths problems after I finish my independent studying (I ask ChatGPT to come up with maths problems etc.);,"Use AI only to understand concepts, not create content",Somewhat positive - useful but with limitations, Very confident,I'm not sure if I'm supposed to,It varies significantly between teachers,Neutral - neither positive nor negative,Training on how to use AI tools effectively;Discussion sessions about AI ethics;Subject-specific guidance on appropriate AI use;,"Yes, but only once or twice",Family members,Personal devices at home,"Yes, they know and are supportive",Worried it might be considered cheating;Concerned about accuracy of AI responses;,I don’t use AI to do homework or school work. I use it for independent studying and to generate questions for me to practice. Some questions such as Q9 and 10 are inapplicable. I don’t use AI to cheat and my -agents approve that I use it to understand subjects!
381,6/24/25 8:49:47,6/24/25 8:55:59,anonymous,,,Year 10,Language translation tools (e.g. Google Translate);ChatGPT;,Monthly, English/Literature;, Getting help understanding difficult concepts;Helping with research and finding information;,"Use AI only to understand concepts, not create content",Somewhat positive - useful but with limitations,Somewhat confident,Never,It varies significantly between teachers, Very positive ,Training on how to use AI tools effectively;Subject-specific guidance on appropriate AI use;Learning about AI limitations and potential biases;,"Yes, but only once or twice","Social media (TikTok, YouTube, etc.)",Personal devices at home,"Yes, they know but don't have strong opinions",Worried it might be considered cheating;Concerned about accuracy of AI responses;,No
382,6/24/25 8:50:19,6/24/25 8:56:01,anonymous,,,Year 10,ChatGPT;,Never,only a couple of times to check answers in maths as it can work out problems and tell me the steps to solve/fix it which other calculators do not do;,Checking my work for errors;,Use AI to check or improve work I've already created,Somewhat positive - useful but with limitations, Very confident,Never,Not aware at all - they don't know I use AI,Neutral - neither positive nor negative,Nothing - I'm comfortable with my current AI use;,"No, never",can't remember,I don't currently use AI tools,Not applicable - I don't use AI tools,its harder with it a lot of the time;,no
383,6/24/25 8:50:46,6/24/25 8:56:11,anonymous,,,Year 10,ChatGPT;Language translation tools (e.g. Google Translate);,Rarely, English/Literature;,Helping with research and finding information; Getting help understanding difficult concepts;,"Use AI only to understand concepts, not create content",Somewhat positive - useful but with limitations, Very confident,Rarely,Somewhat aware - they have a general idea,Somewhat positive ,Nothing - I'm comfortable with my current AI use;,"No, never",Friends or classmates,Personal devices at home,"Yes, they know and are supportive",Worried it might be considered cheating;Prefer to do work without AI assistance;,no
384,6/24/25 8:45:44,6/24/25 8:56:14,anonymous,,,Year 9,Language translation tools (e.g. Google Translate);ChatGPT;,Rarely, English/Literature;,I give it my notes and make it write it out better for my revision.; Getting help understanding difficult concepts;Generating ideas for essays or projects;,"Use AI only to understand concepts, not create content",Very positive - they're extremely helpful, Very confident,Sometimes,It varies significantly between teachers,Somewhat negative ,Nothing - I'm comfortable with my current AI use;,"No, never",Friends or classmates,I don't currently use AI tools,Not applicable - I don't use AI tools,Prefer to do work without AI assistance;Nothing prevents me - I use AI as much as I want;,helpful for revision
385,6/24/25 8:53:52,6/24/25 8:56:16,anonymous,,,Year 7,I have not used any AI tools for schoolwork;Language translation tools (e.g. Google Translate);,Rarely,Modern Foreign Languages;, Getting help understanding difficult concepts;Helping with research and finding information;Solving math problems step-by-step;,"Use AI only to understand concepts, not create content",Somewhat positive - useful but with limitations,Somewhat confident,I'm not sure if I'm supposed to,Somewhat aware - they have a general idea,Somewhat positive ,Clear guidelines on when AI use is acceptable;Understanding how to cite/acknowledge AI use properly;,"Yes, but only once or twice",Friends or classmates,Personal devices at home,"Yes, they know but don't have strong opinions",Worried it might be considered cheating;Privacy concerns about my data;Concerned about accuracy of AI responses;,no
386,6/24/25 8:53:07,6/24/25 8:56:22,anonymous,,,Year 10,I have not used any AI tools for schoolwork;,Rarely,Modern Foreign Languages;,Translating text between languages;,Use AI to check or improve work I've already created,Very negative - prefer not to use them,Not confident at all,Sometimes,Not very aware - they might suspect but don't know details,Unsure/haven't thought about it much,Training on how to use AI tools effectively;Learning about AI limitations and potential biases;,"No, never",Family members,I don't currently use AI tools,Not applicable - I don't use AI tools,Concerned about accuracy of AI responses;,no
387,6/24/25 8:47:42,6/24/25 8:57:10,anonymous,,,Year 9,I have not used any AI tools for schoolwork;,Never,I don't;,I don't;,I don't,Very negative - prefer not to use them,"Unsure what ""effective and ethical"" means in this context",Always,Very aware - they know exactly how and when I use AI,Somewhat negative ,Nothing - I'm comfortable with my current AI use;,I haven't really thought about this,Family members,I don't currently use AI tools,Not applicable - I don't use AI tools,Privacy concerns about my data;Prefer to do work without AI assistance;Concerned about accuracy of AI responses;Worried it might be considered cheating;,I DON'T USE AI 
388,6/24/25 8:49:32,6/24/25 8:57:43,anonymous,,,Year 9,ChatGPT;Language translation tools (e.g. Google Translate);Grammarly (AI writing assistant);,Weekly,"Modern Foreign Languages;Sciences (Biology, Chemistry, Physics);", Getting help understanding difficult concepts;Checking my work for errors;Generating ideas for essays or projects;Helping with research and finding information;Solving math problems step-by-step;Translating text between languages;,"Use AI only to understand concepts, not create content",Somewhat positive - useful but with limitations, Very confident,Sometimes,It varies significantly between teachers,Somewhat positive ,Training on how to use AI tools effectively;Subject-specific guidance on appropriate AI use;Clear guidelines on when AI use is acceptable;,"No, never",Friends or classmates,Personal devices at home,"Yes, they know and are supportive",Concerned about accuracy of AI responses;Worried it might be considered cheating;School policies are unclear;,I think its important to note that AI is a very helpful tool that can make work a lot easier.
389,6/24/25 8:42:46,6/24/25 8:58:22,anonymous,,,Year 10,ChatGPT;,Rarely, English/Literature;,"I use it rarely, but when I do it is a fairly even mix of all of the above;",I don't use AI often enough to say any of the options are typical,Very negative - prefer not to use them,Somewhat confident,I'm not sure if I'm supposed to,Not aware at all - they don't know I use AI,Unsure/haven't thought about it much,Clear guidelines on when AI use is acceptable;Learning about AI limitations and potential biases;Understanding how to cite/acknowledge AI use properly;,"Yes, but only once or twice",Friends or classmates,I don't currently use AI tools,Not applicable - I don't use AI tools,"Worried it might be considered cheating;School policies are unclear;Prefer to do work without AI assistance;Privacy concerns about my data;I want to be able to not rely on AI to do my work, it feels like cheating;","I assume that using AI is not a good thing because the school ChatGPT, however people use AI an alarming amount so it would probably be useful to know the extent that it is acceptable. "
390,6/24/25 8:44:44,6/24/25 8:59:12,anonymous,,,Year 10,Language translation tools (e.g. Google Translate);I use it to explore new words to use in my languages;,Rarely,Modern Foreign Languages;, Getting help understanding difficult concepts;,"Use AI only to understand concepts, not create content",Very negative - prefer not to use them,"Unsure what ""effective and ethical"" means in this context",Rarely,Very aware - they know exactly how and when I use AI,Neutral - neither positive nor negative,Clear guidelines on when AI use is acceptable;Training on how to use AI tools effectively;Understanding how to cite/acknowledge AI use properly;Learning about AI limitations and potential biases;Subject-specific guidance on appropriate AI use;Discussion sessions about AI ethics;,"No, never",Teachers or school,I don't currently use AI tools,"Yes, they know but don't have strong opinions",Concerned about accuracy of AI responses;Prefer to do work without AI assistance;,No
391,6/24/25 8:42:21,6/24/25 9:03:37,anonymous,,,Year 10,ChatGPT;Language translation tools (e.g. Google Translate);,Several times a week,"Sciences (Biology, Chemistry, Physics); English/Literature;", Getting help understanding difficult concepts;Checking my work for errors;Helping with research and finding information;Generating ideas for essays or projects;,Use AI to check or improve work I've already created,Somewhat negative - concerned about over-reliance,"Unsure what ""effective and ethical"" means in this context",I'm not sure if I'm supposed to,Not aware at all - they don't know I use AI,Neutral - neither positive nor negative,Clear guidelines on when AI use is acceptable;Subject-specific guidance on appropriate AI use;,"Yes, but only once or twice",Friends or classmates,Personal devices at home,I'm not sure if they know,Worried it might be considered cheating;School policies are unclear;,I think I use AI in moderation and I never use it to complete assignments for me; more so to guide me in my assignments. I think school should just alert students of when using AI would be appropriate. 
392,6/24/25 8:53:13,6/24/25 9:04:17,anonymous,,,Year 10,ChatGPT;Language translation tools (e.g. Google Translate);,Rarely, English/Literature;, Getting help understanding difficult concepts;Generating ideas for essays or projects;,Use AI as a starting point and significantly modify the output,Somewhat positive - useful but with limitations,Somewhat confident,Sometimes,Somewhat aware - they have a general idea,Somewhat positive ,Learning about AI limitations and potential biases;Training on how to use AI tools effectively;Subject-specific guidance on appropriate AI use;,"Yes, occasionally",Teachers or school,Personal devices at school,"Yes, they know but don't have strong opinions",Worried it might be considered cheating;Don't have reliable access to AI tools;Concerned about accuracy of AI responses;,.
393,6/24/25 9:05:10,6/24/25 9:10:59,anonymous,,,Year 10,Language translation tools (e.g. Google Translate);ChatGPT;,Monthly, English/Literature;, Getting help understanding difficult concepts;Checking my work for errors;Solving math problems step-by-step;,"Use AI only to understand concepts, not create content",Very negative - prefer not to use them,Not very confident,I'm not sure if I'm supposed to,It varies significantly between teachers,Unsure/haven't thought about it much,Learning about AI limitations and potential biases;Subject-specific guidance on appropriate AI use;,"Yes, frequently",Friends or classmates,Personal devices at home,I'm not sure if they know,Concerned about accuracy of AI responses;School policies are unclear;Prefer to do work without AI assistance;Worried it might be considered cheating;,"no
"
394,6/24/25 9:09:15,6/24/25 9:12:39,anonymous,,,Year 10,Language translation tools (e.g. Google Translate);,Monthly,Modern Foreign Languages;,Vocab e.g. wordreference / google translate;,"Use AI only to understand concepts, not create content",Unsure/haven't thought about it much,"Unsure what ""effective and ethical"" means in this context",I'm not sure if I'm supposed to,Somewhat aware - they have a general idea,Very negative ,Clear guidelines on when AI use is acceptable;Training on how to use AI tools effectively;Understanding how to cite/acknowledge AI use properly;,"Yes, but only once or twice",Teachers or school,Personal devices at home,I'm not sure if they know,Privacy concerns about my data;,....qq
395,6/24/25 9:47:35,6/24/25 9:51:13,anonymous,,,Year 10,ChatGPT;Grammarly (AI writing assistant);Language translation tools (e.g. Google Translate);Photomath or similar math solvers;,Daily,Humanities;Mathematics;,Solving math problems step-by-step;Translating text between languages;Helping with research and finding information;,Use AI as a starting point and significantly modify the output,Somewhat positive - useful but with limitations, Very confident,I'm not sure if I'm supposed to,It varies significantly between teachers,Somewhat positive ,Nothing - I'm comfortable with my current AI use;,"No, never",Teachers or school,Both school and personal devices equally,"Yes, they know but don't have strong opinions",Concerned about accuracy of AI responses;Nothing prevents me - I use AI as much as I want;,No
396,6/24/25 10:13:48,6/24/25 10:17:26,anonymous,,,Year 10,I have not used any AI tools for schoolwork;,Never,none;,none;,none,Unsure/haven't thought about it much,"Unsure what ""effective and ethical"" means in this context",I'm not sure if I'm supposed to,It varies significantly between teachers,Somewhat positive ,Training on how to use AI tools effectively;Understanding how to cite/acknowledge AI use properly;Learning about AI limitations and potential biases;Subject-specific guidance on appropriate AI use;Clear guidelines on when AI use is acceptable;,"No, never",knew about already but do not use,I don't currently use AI tools,Not applicable - I don't use AI tools,Privacy concerns about my data;Prefer to do work without AI assistance;Worried it might be considered cheating;,no
